username,rating,review,date
Mery Anjani,5,👍,2025-04-05 21:05:22
Muhammad Musdar,5,sangat puas belanja diaplikasi Shopee,2025-04-05 21:05:18
reiza sya,3,"Tolong kk Developer, agar disable permanen fitur/menu ""video"" sy. Yg saat start-up apk shopee. Sdh dialgoritma/dicoding auto-nyala, gt kk ku. Langsung auto-buka ""video"". Kan ini BUKAN tiktok (tapi shopee). Knp MAKSA saat start-up, mode video aktif dg volume suara ngagetin? Sgt ganggu! bikin gak nyaman & boros pulsa data pula. *)NB: 🙏 Please sertakan tombol or menu utk disablenya, utk kendala ""fatal"" yg ""vital"" diatas ini ☝️🙏. Pada edisi terbit upgrade apk, versi berikutnya. Tolong ya. 👌🏻🛒📚",2025-04-05 21:05:00
Muhammad Fatkul,1,"shopee semakin kesini bukanya tambah baik malah tambah berkurang,selain penjualnya yang tidak amanah tidak jujur dan banyak penipuan ditambah lagi untuk pengirimanya tambah buruk dan lemot tidak jelas saran saya kalau mau beli barang lebih berhati"" cek dulu tokonya,dan lihat rating dan ulasan,sekian semoga bermanfaat",2025-04-05 21:04:39
Aditya Saputra,1,"akhir"" ini pengiriman nya lambat tidak sesuai tanggal estimasi yang di tentukan",2025-04-05 21:04:27
11 MINE 11,1,"(1) Belum tersedia metode pembayaran menggunakan QRIS. Padahal di eCommerce pesaing sudah tersedia metode pembayaran menggunakan QRIS (2) Verifikasi pembayaran atau transfer Seabank masih menggunakan PIN, belum bisa menggunakan Sidik Jari",2025-04-05 21:04:25
Mazda Wati,5,sangat baik dan bermanfaat,2025-04-05 21:03:59
Joko Purnomo,1,"dari kabar yang saya baca, apa benar dari pihak shopee mulai april tidak menggunakan j&t expres sebagai jasa kirim, memutus hubungan kerjasama dengan j&t expres? mau mengandalkan SPX expres, j&t cargo,dan ninja expres yang mengirimkan paket terlalu lama sampai tujuan? mungkin sudah saatnya beralih ke toko online yang lain",2025-04-05 21:03:40
Maxxstone Stone,5,aman dan terpercaya,2025-04-05 21:03:10
Yanti Abadi,5,"sesuai harapan kita, produk pun sangat terjangkau",2025-04-05 21:02:45
Dendi Herdiana,5,Pokoknya shoope keren,2025-04-05 21:02:25
RAFA,5,bener,2025-04-05 21:01:55
Ahmad Sirojuddin,5,shopee mantap,2025-04-05 21:01:33
Cosmas Budi Rahardjo,5,Seneng aja belanja di Shopee,2025-04-05 21:01:26
Bahrul Kirom,5,shopee ok,2025-04-05 21:01:03
Johansyah Saputra,5,Semua pilihan yang baik semoga sukses selalu sesuai bagus,2025-04-05 21:00:56
Pengguna Google,1,"Aplikasinya berat boros quota internet, promo cuma gimmick, diskon banyak tapi habis, hoax",2025-04-05 21:00:53
Mas iif Rafi'ah,5,produk nya keren banget aku udah 3 kali cek out,2025-04-05 21:00:06
imelda setyaningrum,4,"bagus bgt apk nya barangnya juga murah¹ udh gtu gratis ongkir lagi pokok nya the best dehh apknya ini, dia tepat waktu",2025-04-05 20:59:46
Ramlah Rara,5,mantap,2025-04-05 20:59:23
Om Aji,5,aman,2025-04-05 20:59:16
Kurniawan Natuna,5,sangat baik dan mmbntu agar mudah berbelanja,2025-04-05 20:59:12
taufik masri,5,"Terima Kasih Shopee, Aplikasi yg sangat membantu sekali untuk Berbelanja 👍👍👍",2025-04-05 20:58:51
Yusran Karim,5,oke,2025-04-05 20:58:45
Kevin Jericho,5,aplikasi nya mantul😁😁,2025-04-05 20:58:40
Dedi Azha,5,shopee emang mantap,2025-04-05 20:57:58
SkyRaa,4,"Ini shopee food nya yang bermasalah atau emng lagi ga ada driver ya? setiap mesen makanan status nya mencari driver trus..udah beberapa hari jugaa tetep sama, berakhir di batalin. udah mesen di resto yang beda"" juga tetep sama :(",2025-04-05 20:57:18
Nurjannah Pernek,1,"slalu update2 trus, stiapau buka aplikasi lama bisa loadingnya, mau co juga suka lemot",2025-04-05 20:57:14
DS Officiall,5,gooddd,2025-04-05 20:56:38
Uus Uswatun hasanah,5,ok banget,2025-04-05 20:56:27
Zeinn Hmd,1,"cari driver udah kay nyari keadilan di Indonesia, susah banget. udah nungguin 2 jam lebih pesan/batal berkali2 tetap ga nemu driver.",2025-04-05 20:56:13
Muhammad Wildan,5,Ndang donlod sopi soale lek tuku barang karek ngenteni di terno,2025-04-05 20:54:58
NutriSatir,1,kenapa selalu gk bisa buka shoopepay,2025-04-05 20:54:14
Bambang Irawan,5,pesanan sy sdh diterima dengan baik dan cepat,2025-04-05 20:52:35
Felix smakta,4,"untuk saat ini saya merasa sangat puas menggunakan shopee,namun setelah hilangnya pengiriman melalui JNT saya sedikit kecewa dengan pihak shope..bukan karena pemutusan kerja sama dengan JNT,namun Pengiriman menggunakan Spx kurang akurat🙏,2 kali paket saya hilang dengan status dalam pengiriman,tapi kurir tak kunjung memberi informasi paket telah sampai,saya tahu ini perkembangan baru shopee & saya akan tetap menggunakan aplikasi ini...semoga spx kedepannya berkembang dengan pengiriman bagus👍",2025-04-05 20:52:05
Marko Top,5,baik,2025-04-05 20:51:53
Himmah Nuril,5,Sangat memudahkan untuk berbelanja,2025-04-05 20:50:43
Kus Yanti,5,ongkir nya gratis dan murah meriah sukaaaaa banget sama shopee udah belanja berapa pun tetap gratis ongkir 😊😊,2025-04-05 20:47:29
Salva Wisesa edven,5,bagus,2025-04-05 20:46:16
Alim Doank,5,"tolong lahhh buat pihak shopee kurir yang kurang amanah langsung di nonaktifkan aja akun nya, alasan nya alamat tidak lengkap, trus pengiriman yang sudah sampai di lokasi masih di tahan, kadang di kasih sama kurir lain jadi males yang mau belanja. kuris nya ngak amanah",2025-04-05 20:46:10
Hamad _,5,oke gan,2025-04-05 20:45:47
Farelvahlevy_ Farelvahlevy_,5,okkk,2025-04-05 20:44:51
Supar Di,5,belanja lebih nudah,2025-04-05 20:44:22
Haikal Ali,5,mantappp,2025-04-05 20:42:46
Gigih Wijaya,5,Good Aplikasi,2025-04-05 20:42:21
Andy Wahyudi,1,👍,2025-04-05 20:41:15
Zahra Aqila,5,sangat membantu,2025-04-05 20:40:26
mick mick,1,saya kmrin di tipu salah satu lapak dr shopee barang yang saya pesan tidak sesuai dengan barang yg datang.saya merasa di rugika.pesan hp infinix smart 8 pro yg datang hp hd screen.ram katanya 12gb trnyata 2gb .memory katanya 512 trnyata cm 16gb.,2025-04-05 20:40:16
Supri Adi,5,okk,2025-04-05 20:39:33
Nailah sausan S,3,"apaan coba ada spx hrga nya jd mhl bngt,udh kena ongkir masa kena ongkir lagi,dr hrga 60rban jd 70rban g jls bngt",2025-04-05 20:37:33
Nani Malini,5,"slamat ini fine2 aja,gak ada yg mengecewakan slama sy ngorder,thank u for u shopee😍😍😍✌️✌️✌️",2025-04-05 20:37:21
Ikhsan Putra,1,Agar kapasitas video upload lebih besar dari sebelumnya dan pengajuan klaim apabila tidak terkirim video yang pertama untuk pengajuan kembali melalui google drive dapat menjadi pertimbangan kembali oleh tim terkait (investigasi) dan untuk pengiriman barang elektronik sebaiknya TIDAK menggunakan kendaraan bermotor roda 2,2025-04-05 20:36:05
Rafa Terafa,5,mantap,2025-04-05 20:36:01
Nunung Nurjani,5,memuaskan,2025-04-05 20:36:01
Abdul Mutolib,4,"untuk shopee,,lancar trusss",2025-04-05 20:35:25
Amara Amara,5,saya trima kasih kepada seluruh selershopi semua orang nya baik,2025-04-05 20:34:53
Rodi Ansyah,5,gua suka shoppe murah meriah barang2nyaa,2025-04-05 20:34:52
Wong Proyek Gamma,5,Return barang mudah,2025-04-05 20:33:21
nur Amin,5,"ok, bagus , mantappp, tingkat kan terusss....",2025-04-05 20:32:10
Mohamad hananda Alamsyah,1,"iyaa si cicilan 0% tapi biaya layanannya 530k gila Shopee, beli HP 8,5 juta jadi 9 juta sama aja ada bunganya wkwk",2025-04-05 20:31:47
Imanuel Paat,5,"mantap, harga bagus, pengiriman oke, kualitas mantap",2025-04-05 20:31:01
Mahtub Bae,4,sangat membantu banget,2025-04-05 20:30:41
Sifa Lestari,5,bagus,2025-04-05 20:30:35
Jax Khopler,5,keren banget.,2025-04-05 20:29:57
Heri Heri,5,mantap,2025-04-05 20:28:49
Susi Loe,5,msntap,2025-04-05 20:27:31
Ayunda Muama,5,mantap,2025-04-05 20:27:15
Andra Fahriza,5,Mantap ongkir murah,2025-04-05 20:27:04
pandji kishtiyanto,5,mantaps,2025-04-05 20:26:54
sobat Yahu,1,Sekarang sudah gak ada j&t pagi. Saatnya pindah ke aplikasi sebelah,2025-04-05 20:26:18
Bambang S,5,gampang belanja apa aja,2025-04-05 20:26:15
HadySrie Key,3,Hanya untuk berbelanja online.. kalau Untuk Shope food Jangan Disini Dah saran Saya ke Ke Gofood atau Grab food. Karna Shoppe food menjajah Drivernya dan sangat kejam kepada Drivernya. nasib driver Shoppe sangat miris🙏🙏. Lihat aja tuh di grup Facebook Driver Shopee mengeluarkan unek unek nya.,2025-04-05 20:25:26
Abira Putra,1,"tolong iklan shopeenya,nggak dipencet tapi tiba tiba masuk ke aplikasi sendiri.",2025-04-05 20:25:14
Fadhil2003,1,"tidak ada jasa kirim JNT di Shopee, saya berhenti belanja di Shopee, apaan dah kirim barang via SPX kemasan barang pada penyok kadang retak dan juga kadang dah GK berbentuk alias ancur😂😂😂 karyawan SPX pada GK niat kerja kah?",2025-04-05 20:25:07
Obed Immanuel,5,aman,2025-04-05 20:23:24
Taroni Taroni,5,bagus tapi masalahnya ngen + lemot,2025-04-05 20:22:06
Rejeki Handoko,5,mantap,2025-04-05 20:20:49
cerdaskan anak bangsa,5,"aplikasi yang sangat membantu,allhamdulillah.",2025-04-05 20:20:46
Rinaldi Morientes,5,pelayanan bagus,2025-04-05 20:20:04
Nurlhina Syamdjafar,4,Baik,2025-04-05 20:20:03
Siska amelia Siska,4,ok banget murah dan terjangkau,2025-04-05 20:19:04
Den Bagus,1,apk plerrr gj bet pesen apa Dateng apa,2025-04-05 20:18:41
Nur Lita,4,aplikasinya bagus dan barangnya murah banget,2025-04-05 20:18:30
Echo Sugianto,3,mantaf,2025-04-05 20:18:12
M. Rifki Wahyu,5,belanja pas dikantong....ajib,2025-04-05 20:16:37
Abi Nahla,5,"aplikasi penjualan paling top menurut ku. semoga aja produk ku laku keras, pesanan membeludak, & semoga saja pihak shopee mengerti keadaan pemula.",2025-04-05 20:14:59
Samsung A04s,5,baguss,2025-04-05 20:13:54
Gala Deriyant,5,sangat bagus👍,2025-04-05 20:12:43
Erlangga Bros opsional,2,"woe napa je en te express diputusin admin, gaada yang lebih nyaman kecuali je en te",2025-04-05 20:12:15
Ahmad Nurdiansah,5,Like,2025-04-05 20:11:30
setio utomo,5,shopee terbaik,2025-04-05 20:11:24
Agus Ferdyan,5,sangat membantu,2025-04-05 20:11:13
Susilah Suparjo,5,kerenn,2025-04-05 20:10:29
Agus Wiyanto,5,"lebih mudah belanja ,harga bersaing",2025-04-05 20:08:34
Komang Arya,1,paket nya datang nya lama🥲,2025-04-05 20:08:33
Syifa Nuraini Azzahro,5,"min ini waktu mau bayar kenapa tulisannya saldo tidak mencukupi ya, padahal saldoku udah lebih ??",2025-04-05 20:07:57
Boman Saputra,4,"bagus-bagus, cuman kirimnya lama",2025-04-05 20:07:17
HASBULLAH,5,Saya senang bisa belanja di rumah,2025-04-05 20:06:53
Allen Albert,5,"Alhamdulillah belanja online sangat membantu sekali,tapi kadang kala kendalanya diseller yg tidak amanah pemesanan yg bgni ga taunya tdk sesuai dengan pemesanan,,buat seller biar banyak yg langganan intinya harus amanah,sukses selalu buat shopee....",2025-04-05 20:04:55
Kurang Turu,5,shopee top markotop,2025-04-05 20:03:54
Sekeng Ardy,5,kerennn😍,2025-04-05 20:03:42
Ade Silver,1,woy paket gw kenapa hilang kocak udah di terima tapi kaga ada yang Nerima,2025-04-05 20:03:30
Frisay Anggraini,5,Saya senang banget bisa belanja disini dan sangat puas 🔥🤩🤩,2025-04-05 20:03:26
Kris Lakon,5,saya suka cuman minus ya kurir ya atau toko ya lama bales ya,2025-04-05 20:03:22
Erina Erliana,1,banyak penipuan n ribet,2025-04-05 20:03:18
Kiko Koko,5,bagus,2025-04-05 20:03:11
Naufal Jauhar ahmad,5,sangat memuaskan,2025-04-05 20:00:01
RIFAALIFATUHAWA RIFAALIFATUHAWA (Rifahawa),5,semoga bermanfaat,2025-04-05 19:59:19
Wulan Satria,3,"pesanan memang sampai ke konsumen,,, tapi 50% barang kek dari tong sampah,, cobalah di seleksi lagi, barang yang akan di jual ke konsumen,,, jangan mau uang konsumen aja,,, jadilah perentara yang bertangung jawab",2025-04-05 19:59:14
aryanti ambatil,5,Shopee is the best 👍👍👍👍🫰,2025-04-05 19:58:54
Muhammad Rafif ramadhan,5,mantap shopee is the best,2025-04-05 19:58:39
Robi Butarbutar,5,bagus,2025-04-05 19:58:35
Bent Official,5,👍,2025-04-05 19:58:10
Siapa Saya,1,"shopee sdg menggali kuburan nya sendiri. mulai dari J&T yg udh ga ada, pesan instan tp ternyata kurir bawa bbrpa barang lain (seperti sameday), pesan food sudah +2k (prioritas) lagi 2 kurir bawa pesanan lain, rating akun saya stuck di gold (pdhl blnja sudah puluhan jt) bukannya naik platinum tp ulang dari awal ke gold (gitu2 terus). system ancur. lebih baik pindah ke sebelah..!! Shopee sudah tdk sehat, BANYAK KORUPT. JUGA TERNYATA (DARK SYSTEM)!!! BASI SURUH EMAIL2 SEGALA SYSTEM UDH SEMAU NYA !!",2025-04-05 19:56:42
TUKANG ULIN BOGOR,5,"Shopie ok, sangat membantu sekali",2025-04-05 19:56:28
